cthomas5200,"
Perfect for my son to play his games!
","
Bought this after the iPad we had was basically cracked and done with it. My son only uses it to play games and watch Netflix and it does its job! It came 92% charged and was easy to transfer everything from his old iPad to this one and the battery life and quality of the iPad is amazing! I’m so happy I didn’t go out and spend another $500/600 on a newer one. It does it’s job and works perfectly!
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on April 22, 2021"
JEFF,"
Great purchase
","
I picked up this iPad to use as a hub for my smart home set up. More and more, however, I’ve been finding myself reaching for this over my laptop for browsing and watching videos. I’m even writing this review on it right now. iPadOS has completely changed the way the iPad functions and has made it come that much closer to being a viable replacement for a laptop. Even this budget, refurbished iPad works amazingly with the updated software. This does not come with the newest software preinstalled, so be sure to download it as soon as you get it. Out of the box this thing looks great. It does not come with the original box, but besides a single scratch on the bottom corner you would have no idea this wasn’t brand new. I’m very happy with this iPad.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 25, 2020"
NCite45,"
Excellent value
","
I have a Gen 1(!) iPad and needed to upgrade the hardware because the apps were not supporting an OS that old, so it was time to make a decision.  I use it for mostly reading books and carrying documents easily, so I started looking at Kindles as well as iPads and other tablets.  In the end, it cost me an extra $30, give or take, to go from a new Kindle Paperwhite to a refurbished Gen5 iPad.  The Gen1 was never very good at using the internet, always dropping out, pretty slow... so I never used it mush for that.Well, this machine came a day early and was in pristine condition. The charger is an off-brand one that works just fine. Aside from the pain and agony of trying to get all my files moved over (thanks Apple!), the iPad works flawlessly, and is very fast.  I can watch live TV or fiddle with Facebook in bed now!I cannot be more satisfied with the device I received.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on April 22, 2022"
Gina Doucette,"
Tell its features, but otherwise good product for the price.
","
I ordered this for use with the apple pencil. It was cheaper than all the other options, and things were looking great. Then I realized after ordering it isn’t compatible! Maybe add this on your product description. Otherwise, customer service was satisfactory, and I got my money back. Everything came, ipad worked great, came with charger, I simply just forgot that the 2017 models don’t support apple pencil so if you want to use it don’t forget to buy the upgrade. Thanks anyway!
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on November 16, 2019"
Lisa Semetko,"
Great ipad even refurbished!
","
These are so much fun as long as you stay within the realm of Apple products. They don't mix well with non Apple products. This one is a great size and takes great pictures. I hope they move that ""undo"" button some place else because it appears when you change screens from alpha to numeric. Go back to the ABC button and it has moved to the right and ""undo"" is in it's place! Took me a while to figure it out and I lost a lot of lengthy email because of it. Just be warned! Other that that...it works like a charm! Thank you Apple and thank you Amazon for offering these tablets at an affordable price.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 9, 2020"
atwongso,"
Worth it
","
Looks and works like new very satisfied, buying refurb and renewed sometimes can be risky but this seller hasn’t disappointed me yet , the generic block and cord was terrible tho practically useless but the iPad itself was perfect
",4.6 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 1, 2018"
Roger Arnold,"
Couldn’t be happier!
","
I have never had iPad before, so I wasn’t sure what to expect.  I am soooo happy, I love how thin it is and I set it up all by myself with help from iPhone. I have all my apps and added 2 games.  The picture is unbelievable, I’ve watched a couple of shows which I haven’t done on phone because it’s too small of a screen.  It’s better than my tv. Nothing about it seems refurbished looks and works like brand new. I highly recommend this product.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on August 10, 2018"
Curt,"
Renewed?  Yes please!
","
I bought two of these renewed iPads for my kids for Christmas.  I was so nervous about the quality with it being renewed.  But I thought if I didnt like it I would just return them.  Best decision ever and it saved me hundreds of dollars.  These iPads are like new.  The kids couldnt tell the difference and there is no difference in performance.  I will definitely buy renewed again.
",3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on January 15, 2020"
Curt,"
Order arrived very promptly, well packaged, in good working order.
","
The iPad arrived in very good condition and so far have not experienced any negative issues with the functions.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 1, 2020"
chery,"
Grand-Daughter Loves it
","
Present for grand daughter - she uses it with eth Apple pencil for anime drawings
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on April 15, 2022"
Andrea S Sykes,"
Great Renewed iPad
","
This is now another renewed product I've purchased that has performed just as well as a new one. I don't notice a single issue or defect.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on March 17, 2022"
Higmo,"
I Keep Bragging…
","
I can’t stop telling people that I bought this for $200! It looks 100% brand new, showed up charged, has a long battery life, vivid screen, great sound, etc. I bought it to read the print edition of the newspaper digitally, but it synched right up with my iPhone (and cloud) and now I can use it for almost everything, including texts.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on May 6, 2022"
FrankH,"
Very satisfied with my purchase of this iPad
","
Even though I’ve just received this iPad today, I’m motivated to report that getting this device up and running and fully functional in a short period of time is impressive.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on January 10, 2022"
Aaron,"
Very Pleased with Shipment and Product
","
New iPads are just not in my budget. It's a little scary buying a refurbished device but I bought an iPad on Amazon for my husband a couple of years ago and was very pleased with the product so I took a chance again to upgrade my own iPad mini that is now a dinosaur in tablets (still works though....just a bit slow). I purchased a 2017 model of the iPad and I'm just as pleased this time. I know enough about Amazon to know if it wasn't right....they'd make it right or refund my money.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on January 20, 2022"
jennifer hubert,"
Makes for a great mini-laptop with iPad OS
","
I use this with a cheap Bluetooth keyboard that turns this iPad into a small laptop. The screen has a nice HD display, battery life is great, and gets my basic note taking done in lecture. Multitasking is nice, and the pop out window with Netflix and Hulu allows me to binge my shows even while still using the split screen function (so essentially triple tasking). iPad OS revolutionizes how iPad works, you don’t need an app for everything to work anymore. Safari browsing is much better and you can natively save and load files onto the iPad itself without using Google Drive, iCloud, or any other storage app. Great buy and I would recommend it for a low weight and decently powered laptop alternative
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 22, 2021"
atwongso,"
Refurbished models still a great deal
","
Got this for my wife.  she mostly uses it to Skype with the family, so it stays on  the counter.  battery life  not an issue, but seems fine.  took a day or 2 to receive - versus the month my new iPad pro took to arrive from Apple.  a little retro at this point  with a button on the keyboard (no face ID!).
",4.6 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 1, 2018"
Roger Arnold,"
Perfect
","
Exactly as described. Purchased for my 9 year old for Christmas. Works great, looks brand new!
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on August 10, 2018"
rco,"
Reconditioned was worth it
","
Amazon did a great job reconditioning this iPad. From this techie point of view, it was worth the price for how we utilize it as a remote control from pro presenter and beaming to Apple TV
",3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on May 14, 2021"
Erin Del Valle,"
Great for what I need
","
So far so good. Great actually. Looks brand new. I use mine pretty much exclusively for downloading around 1000+ photos/day from trail cameras around my property. Was using my iPhone 5S for this task previously, which was quite the pain.  The iPAD is about 4x faster downloading the photos, and uses about 5% of the battery of the iPAD.  the iPhone 5S used about 30% of the available battery power (which was a brand new battery). Overall, very pleased with the purchase.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on January 9, 2022"
Mark Joseph Hawkins,"
Refurbished ipad
","
I was very hesitant to buy a used ipad, but we don't have many options since versions change so often. It's narrower for my Square Stand,  but the length fits fine. I'm using it on my Square POS. It auto updates, so far so good.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on March 31, 2022"
burnsome...,"
Happy with this
","
I purchased this for my 1.5 year old for his speech app and to download movies since we travel 16 hr trips. For its purpose it has been great, it charges as it should and seems to last decent (we don’t use it at home much so hard to say) but I’m happy with this purchase and price !
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on October 17, 2019"
Elie,"
Great refurbished product!
","
Device came in a cardboard box within a cardboard sleeve with foam over the screen. Device was nor wrapped in plastic. Device was flawless from screen to body. Looks brand new. Also came with brand new sharkk brand lighting to USB cable as well as a brand new sealed ADURO brand power adapter. Device powered on and I had no issues.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on October 3, 2021"
Si,"
Not Facetime...Gammytime.
","
My mother-in law hadn’t been able to visit for months. We could talk on the phone but she missed seeing us, our pups, our home... the whole thing. And it was starting to make her sad.Now, we ‘visit’ instead of just talk. We walk her around the yard, the pups respond to her voice. She loves it. It made a difference in her day to day.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on May 28, 2022"
anonomous,"
In Love with Apple
","
I love you Apple!!!! I needed another iPad to check my email, go online, and play a few games. The set up was so easy, iCloud can be streamed across several devices, and the back up is second to none. Thank you Apple, and Amazon for having this product available and a great price. My iPad works great 👍🏽.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 15, 2020"
Dean Shultz,"
Got what I paid for, and that's a great thing
","
In order to avoid spending over $300 USD on a new IPAD I decided to buy a used one, the 2017 version. I needed an operating system that was at least 10 to run the Vox Tone Room app, and my IPAD 2 maxed at 9. The IPAD I received was a little dented and scratched in the back but the glass was perfect and the new case I bought hides everything else. The IPAD came with a clean setup and IOS 12.4 installed. The battery life has been great and no problems with any of the pre-installed applications. The item came in the white box with a new charging cable, but was clearly marked as refurbished. So if you don't mind a previous model with some dings and dents, but want to save over $100 for something that works perfectly, go for it!
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on August 30, 2020"
atwongso,"
So far so good-great value.
","
I bought this iPad for my toddler so I wasn’t concerned if it had a few dents and dings. I was very pleased to see that it looked nearly perfect other than a small dent in one corner. It works just as good as my brand new iPad and holds a charge for as long as well.Only aspect to be aware of if you are planning on gifting this, it does not come in original packaging. It was very well packaged, but it comes in a giant bubble wrap case, no apple box.
",4.6 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 1, 2018"
Roger Arnold,"
Definitely a great value
","
I was a little hesitant to get a refurbished electronic, but getting this product has changed my mind. When we receive it, everything was in perfect condition. It works like a charm and saved me lots of money. I would highly recommend this product/seller!
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on August 10, 2018"
Lacy Ritzka,"
Great iPad model a1822
","
Was lagging in the beginning but did the update and it’s working very beautifully and fast. No scratches or dent on the iPad, all buttons and charging port work great, battery charges fast and lasts a good amount of time. No freezes or failures.Beautiful, I can’t believe I got such a nice iPad. Bought for my child to use, but it works amazingly.So glad I got this!
",3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on December 5, 2019"
Becky L,"
Used in place of heavier laptop.
","
Rehabbed to like-new condition.  So far, it works fine.  Replaces another rehabbed/reconditioned older generation iPad that my (adult) daughter ""borrowed"" from me and liked so much that I told her to keep it.  I teach and,  like the previous model I bought, will take this in place of a lap-top which, at age 77, is much less convenient for me due to its added weight.  With this, I can merely slip it in my courier pack and take it with me to school. Tablet does  just fine for answering/sending emails, skyping  with my students, when they are away at competitions,  playing films, etc.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on December 6, 2021"
N Raines,"
Very pleased!
","
I purchased one of these when my iPad Pro crapped out and I did not feel compelled to purchase a new iPad, and I no longer need the functionality of the “pro”. Hesitantly, I made the purchase and am so pleased. It arrived promptly a few days ago. It is in like new condition, which is to say “without a scratch” and, so far, is working perfectly!
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on February 2, 2022"
N Raines,"
All good after 2 full months of use!
","
When it comes to electronics, I figured to give the item some time to show its true colors. In the 10+ weeks of ownership of this item, I have to say I am really glad I made this purchase. The item came as advertised and I feel very happy that I am using an excellent refurbished product that I got at a great price! Of course your experience may differ from mine but if I had to do this all again or purchase another item at a later date, I would feel confident about buying from this company again.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on October 21, 2019"
Michael N. Landis,"
Best bang for your buck
","
Excellent product. My wife and kids love playing with the iPad, and the 9.7 version is the perfect size for them. It has great storage space and we are able to download tons of apps and take loads of photos. The screen is crisp, clear, and colorful, and streaming movies, tv, and YouTube is perfect. The battery life is great, especially considering all the videos we watch on it which is mostly what drains battery.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 8, 2020"
Bryanl62,"
Good buy
","
I was worried getting a reconditioned IPad but I must say I’m quite impressed. It was basically flawless with the exception of a hairline scratch on the screen. Not really noticeable! So far it performs great.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 22, 2021"
Sandi J,"
Like new
","
Couldn’t wait for new ones to come out. This one is like new.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on October 2, 2020"
Mark,"
love it !
","
this product is really great ! no scratches or anything and came with charger and block ! it came through ups and i tracked it just fine. its literally like brand new ! i would definitely buy again !
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 25, 2020"
Adys,"
You get what you pay for
","
This definitely isn't anything you want to be gaming on because the CPU usage just gets so high. Mind you, it would get to 99% CPU usage with no apps open, only running the chrome browser with ONE tab open watching Netflix. I bought this just for basic usage of online browsing, watching Netflix or YouTube, checking emails, listen to music (the speakers are a bit low, wish it was a little louder) and just again very basic things. It did crash on me once while again just one tab opened watching Netflix. It would react to my clicking but it was very delayed and slow. Sometimes moving the cursor around is also a little delayed so it doesn't have the best reaction time when clicking on something. It's not touch screen and no backlit keyboard but it wasn't something I was personally interested in and I don't believe it mentions it in the ads either. Arrived next day and it's very lightweight, does feel a little like cheapish plastic so be careful moving the screen back and forth but the overall packaging was nice and new. You get what you pay for and I really wasn't expecting much from it. If you buy this with LOW expectations and for simple/basic use then it's a great little Chromebook. I've deleted all extra apps that came preinstalled that I personally didn't need and made sure everything is updated and clean. Sometimes your Chrome extensions can make Chrome use up a lot of CPU so be on the lookout for that (I decided to remove some extensions but yet the Chromebook does still take up a lot of space). Overall a great little Chromebook for travel but just don't expect anything crazy or anything like a laptop. This isn't a laptop, its a Chromebook. So no Windows OS just Chrome. Think of it like an android tablet with a keyboard really lol keeping those things in mind and making sure not too many things are running at a time, you'll have a good experience with it!
",4.2 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 4, 2021"
Tony Pollreisz,"
Nice little laptop
","
I really like this computer..I just use it for fantasy sports on Yahoo and some other web surfing but I really like it.. I've previously owned larger HP ones and I wanted to go with something different and a chrome operating system because I am tired of windows and their non stop updates.. First of all battery life is excellent, once you close the computer it sleeps and uses almost zero battery, then when you open it it's immediately ready to use, doesn't have to boot up or anything. Also the charging port is the same upside down or right side up! You don't have to fiddle with the port to rightly plug it in.  Important to note, set-up was a little tricky as you have to sign in as a user/ owner to take it out of ""guest mode"" which allows you to bookmark your favorite pages to immediately have access to your faves, that involves setting up a Google Gmail account or using an existing one u have, other than that it's a handy, simple unit that is very well worth the price.  I suggest googling the process if you are unsure.. I'm not very computer savvy but I figured it out in a matter of minutes 😁 I recommend this computer.. The mousepad is also a simple tool, which has left click and right click on the pad without extra buttons so you will have to get used to that I do suggest maybe getting an actual mouse and mousepad because the panel is a little tricky to navigate other than that a great 👍 item
",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 11, 2021"
Adys,"
No camera software despite the presence of hardware
","
I got this Chromebook specifically to have a lightweight work computer to use Zoom and draft basic documents. In the answered questions, it states that there is a camera. There is a freaking camera on the computer! But there isn't any software for the camera so even the built-in, pre-installed camera app doesn't work. This makes this product virtually useless to me.
",1.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 4, 2021"
cappy73,"
Didnt even last 3 months
","
Bought this on June 28, 2021. This computer ran smoothly, internet and response time was fast, and the battery lasted forever.At the beginning of September, literally in the middle of me working on lesson plans, it suddenly shuts off. I've tried everything- rebooting it, plugging it into the wall, turning it on and off, even taking it to IT- it will NOT turn back on. Sucks that I didn't even get 3 months use out of it- I was on it maybe 3 times a week, for a couple of hours each time.
",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 21, 2021"
cappy73,"
For the money, this one is hard to beat.
","
I use a 14"" Chromebook for my daily computing but wanted something smaller while traveling so I picked up this 11"" Asus Chromebook for a good price. It does the job and was easy to import all my bookmarks and other settings from my primary to this one. The screen is decent enough and the keyboard is good. The only shortcoming for me, and it's really a minor one, is I need to press the power button after opening it up to power it on while my primary automatically powers up when opened up. Otherwise, it's a great machine.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 11, 2021"
Tony Pollreisz,"
My 6 year older Sunsung Chromebook is better
","
There is a benefit or two to this Chromebook, I swear, but one for sure being the weight. Much lighter than my older Samsung Chromebook XE500C12.But, that's all I can say. It bogs down and barely functions - all mouse or key inputs 30-45 seconds delayed, sometimes more. Either working on a document or scrolling a bland website becomes impossible without having to close down everything and restarting.I've gone online and tried to research why this is and tried refreshing the page using SHIFT + CTRL + R, but that doesn't do any good either. It honestly feels like the RAM is malfunctioning or like there's something in the background limiting it's ability to think. My 6 year older Samsung (built in 2015) never has this issue and boasts much smaller resources than this Asus; much less Ram and such.I got this on Treasure Truck and getting reviews on those things are hard to come by. Now, I can't wait to return this item, that I couldn't read reviews on (to be fair, only one other person mentioned freezing in their review) just to pay a restocking fee. Hopefully they fix this thing, but it already feels like a crappy refurb, so not sure what they're gonna do with it.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on October 12, 2021"
Tony Pollreisz,"
Not a laptop… don’t be confused
","
This is a great tablet/laptop but it is not a full laptop it’s truly a “book”, don’t buy if you need access to gaming, many sites are not yet available.
",1.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on October 11, 2021"
Morgan Thomas,"
Economically Priced Very Practical Compact Notebook Computer.
","
This is a back-up for my main everyday computer and operates exactly as described by Amazon.com.I will mainly use it for e-mails, and computer sites as Youtube, so no great advanced technologyis required.  For value, price, and quality plus utility, this computer fits the requirements of thisPC user.  I like the compact size making it easy to carry. The unit came ahead of schedule and well packed.
",1.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 28, 2021"
Amazon Customer,"
Great chromebook
","
It's not touchscreen, so I can't rate that.  The screen is bright enough, but the thing I'm most impressed is with the sound.  Some of my past chromebooks I would need to crank the volume pretty high, but not on this one.  I got this at 50% off the original price, so that's why I bought it.  But it did exceed my expectations.
",1.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on October 19, 2021"
Michael Gatewood,"
Great Chromebook!
","
I bought this on Treasure Truck Day.  The price was great and it is a great Chromebook.  The battery lasts a long time between charges and it runs fast.  I got this to replace one that reached its end of life with Google.Highly recommend.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on December 30, 2021"
Adys,"
Not a TOUCHSCREEN, has USB type 3 school thumb drive removable storage
","
CLEAR CRISP PICTURE, durable keys, HDMI, SD, Wi-Fi, Bluetooth, 12 hours off recharge, lightweight 2.6 lb,Cons:  It is NOT a TOUCHSCREEN.  But, it might be able with an APP?
",4.2 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 4, 2021"
Tony Pollreisz,"
Small & light weight
","
Small & light weight for my personal time @ work. Small footprint makes it easy to place on my desk during my breaks & lunch.
",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 11, 2021"
Maria Grace,"
Terrific value!
","
Amazing quality for the price. There are many better laptops on the market but you could buy several of these for the price of one of those. If your needs are basic (and then some), this will satisfy them.
",1.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on February 1, 2022"
ImThMom,"
Reliable Little Internet Machine
","
This bad boy does exactly what I need it to do. I’m not a big PC gamer, I’m not operating heavy-duty software, and all the big projects I do are on my work PC. This buddy is for internet and Google docs/sheets work. And it does that spectacularly. I haven’t bought a new “laptop” in ages so it’s great to have a light little internet boy that I can tote around. I’ll miss the disc drive but I know a friend with an external. For the price, I’m super pleased! Plus, by giving this review, I’m getting a 90 day warranty extension.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on November 20, 2021"
Heitzer,"
GREAT VALUE!
","
Love this Chromebook.  Does everything I wanted and very easy to use and hook up.  Great deal for the price.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on June 20, 2022"
Billie Damren,"
Create offer good gear
","
Purchased inexpensive to help niece with her school work came out a great time awesome piece of gear
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 12, 2021"
Angela B.,"
Top-notch Chromebook
","
Does everything it shoukd. Lightweight, long battery life, nice screen.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 13, 2021"
Leonard Ruiz,"
Great product very mobile to move around
","
Very mobile able to take it and used it anywhere home outdoor work inside of my car
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on October 23, 2021"
Chris B.,"
Gift for daughter she loves it.
","
My daughter says she loves it. Much easier than trying to use her phone for everything.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on November 23, 2021"
jean m. constant jr.,"
It stopped working after one day
","
I recently just received the laptop but i only got to use it once 🤦🏾‍♂️ I wake up the next morning and it doesn’t turn on or charge and i have no idea how to return it and get my money back i got ripped off.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 22, 2021"
Adys,"
Just what I needed for my classes
","
I needed something small and convenient while I’m in school online as well on Covid contracts travel nursing just what I needed
",4.2 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 4, 2021"
Tony Pollreisz,"
Exactly what I wanted
","
I hate tablets and wanted a small chromebook. It's the same size as my wife's tablet.
",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 11, 2021"
S.Smith,"
works great
","
works great
",1.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on August 8, 2021"
billwald,"
Perfect piece
","
Easy to use. Is good with Wifi enthernet
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 9, 2021"
Bob Hall,"
This chromebook is amazing, easy set-up & very fast. What a great purchase, no regrets.
","
Two thumbs up !!
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on May 18, 2022"
Omar,"
Good chromebook
","
Very good little chromebook.  Decent screen, good battery life.  Good cost, good features.  No issues at all so far.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on October 24, 2021"
Johnnie,"
Great brand for me
","
This computer has to be the absolute best thing I’ve ever purchased I absolutely love the things features that the laptop comes with and it has to be asus for me.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on November 15, 2021"
Amazon Customer,"
Awesome works great!
","
Great HD quality I recommend this product  it works great!
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on December 27, 2021"
Amazon Customer,"
Chromebook
","
Ordered these for Grands, they love them ND use all the time.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on May 27, 2022"
Tianna Satcher,"
TANK YA!!!
","
(HUG)
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on May 8, 2022"
Adys,"
Great for on the go!
","
This Chrome book is great for travel.
",4.2 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 4, 2021"
Tony Pollreisz,"
My laptop works great, it moves a little slow… but I love it anyways♥️♥️
","
Battery lasts long !Screen is clear !!!It’s not touch screen…
",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 11, 2021"
CeeCee G,"
Good product
","
Worth product to use. Valued for money
",1.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on June 18, 2022"
Naja,"
Teen satisfaction!!
","
My daughter is happy… enough said. 🥰🥳
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on February 19, 2022"
Saravan,"
Super fast shipping
","
Received product the next day. Using this for school work and an extra family laptop to have on hand.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on October 24, 2021"
Octavia,"
Uuum..
","
Got this as a gift and within the first few days it has frozen several times and shut off on its own and won't turn back on..Had to let the computers battery fully died before I could recharge and turn it back on the next day... after that the last few weeks it's worked regularly but not really hopeful that this computer will last that long
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on November 3, 2021"
R. C. Wilkins,"
Economical choice
","
Very economical choice when you need to do a few simple computer tasks.  I wouldn’t think this would replace some “powerhouse” computer but if all you need is a web browser, e-mail, and a few other functions the chromebook is a great option and a great price.
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on June 22, 2021"
cristina,"
Do not buy!
","
Horrible!! Won't connect to internet!  Just horrible..no touchscreen..Returning immediately..also noone answers at the vendors website or phone listing!!Do not purchase!
",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 30, 2021"
Bill,"
Total POS.
","
This is just a big SLOW phone. I missed the window to return this crap my two days. Don't do it, don't buy it... You can't even load anything on it if it's not in the play store. Total TOTAL POS
",2.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on May 19, 2022"
Valerie,"
Great Price
","
I was use to shutting down my computer, and have had to reset to factory setting twice, but if I don't shut down there does seem to be a problem, So it could be related to my ignorance of a chromebook.
",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 10, 2021"
Adys,"
Fair trade
","
That's what I need for learning some elementary linux stuffs.But please remind that, the monitor will not comfortable as an IPS panel.Also it is not a touchscreen laptop, I don't know why Amazon wanted me to review the touchscreen quality
",4.2 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 4, 2021"
Tony Pollreisz,"
Bought three - after two months none will charge
","
As soon as the return time on Amazon ran out, none of the three of these I purchased will charge anymore. Expensive paperweights.
",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 11, 2021"
TANG Kai Yui,"
user friendly
","
it was a little more compact than I expected but the chromebook overall is a very good product
",1.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on March 8, 2022"
Ms. Owens,"
A huge disappointment
","
I bought this thinking what a great deal and good company.  However w/in a few weeks the chrome book would not turn on even when fully charged.  Since I had already thrown the original packaging away-I am not able to return it.  I now have it in for repair and full cost to me.  So disappointed.
",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on November 13, 2021"
mystery lover,"
Makes me not like Chromebook
","
Chromebook randomly freezes and then locks you out of your account.
",1.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on February 7, 2022"
Lisa,"
Truly terrible, broke in 3 months & Asus refused to honor warranty.
","
Truly worthless. Stopped working after 3 months - literally, I was in the middle of a Zoom call and it just shut down and wouldn't turn on again. I sent it in to Asus for repairs under the warranty. They claim it was my fault (how??? I never dropped or otherwise damaged this computer, it was literally sitting on a desk when it stopped working abruptly) without giving any information about how I supposedly caused this damage and said it would be about $90 to repair it. For a $130 chromebook that was 3 months old! Ridiculous. Don't waste your money, your warranty will NOT be honored. It's priced so low for a reason - its lifespan is apparently only 3 months.
",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on December 29, 2021"
D. Dixon,"
Asus used to be a great bang for your buck
","
This thing is a POS I used to love Asus they used to make amazing products. I had a mocha laptop and an ROG cover me through school but found my 1080 from them lacking. This chromebook was the final nail for me. I bought it soley for movies but Netflix and Hulu will cause it to crash by over using resources. I'll try to add more RAM and make it salvageable.
",1.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on November 20, 2021"
annie,"
Don’t waste your money
","
Will not power on after just two months of light use. We tried a new charger, hard reset, etc, and nothing works. Not worth the headache for the seemingly affordable price.
",3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on June 23, 2022"
Kyle m.,"
Constantly Freezes
","
The Asus Chromebook has great battery life and a decent screen resolution for the price. Unfortunately, mine keeps freezing. I have to consistently do hard restarts because it will stop working. It is frustrating and has been my biggest frustration with this laptop.
",1.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 20, 2021"
CZR,"
Horrible
","
This little machine turns off by itself, I type way faster than it can catch up to (I only type 25 wpm), it doesn't turn on until you press the button 15 times.Had I unpacked it sooner I'd have returned it.
",1.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on October 13, 2021"
